workerid,problem,treatment,domain,questions,options,votes,predictions,elicitation_format
586,8,4,2,19,"[22, 28, 34, 40]","[22, 40, 28, 34]",[],rank-none
586,9,4,1,3,"[5, 11, 17, 23]","[11, 5, 17, 23]",[],rank-none
586,10,4,2,13,"[25, 31, 37, 43]","[43, 25, 37, 31]",[],rank-none
587,1,2,1,6,"[11, 17, 23, 29]",[29],[17],top-top
587,2,2,2,19,"[22, 28, 34, 40]",[22],[34],top-top
587,3,2,1,14,"[27, 33, 39, 45]",[45],[27],top-top
587,4,2,1,1,"[1, 7, 13, 19]",[7],[13],top-top
587,5,2,3,12,"[23, 29, 35, 41]",[35],[29],top-top
587,6,3,1,18,"[12, 18, 24, 30]",[24],"[18, 30, 24, 12]",top-rank
587,7,3,2,14,"[27, 33, 39, 45]",[27],"[27, 39, 45, 33]",top-rank
587,8,3,1,2,"[3, 9, 15, 21]",[3],"[3, 9, 15, 21]",top-rank
587,9,3,1,3,"[5, 11, 17, 23]",[17],"[17, 5, 11, 23]",top-rank
587,10,3,3,2,"[3, 9, 15, 21]",[3],"[3, 15, 9, 21]",top-rank
588,1,4,3,3,"[5, 11, 17, 23]","[11, 23, 17, 5]",[],rank-none
588,2,4,3,15,"[29, 35, 41, 47]","[41, 35, 29, 47]",[],rank-none
588,3,4,2,11,"[21, 27, 33, 39]","[33, 27, 21, 39]",[],rank-none
588,4,4,3,11,"[21, 27, 33, 39]","[39, 33, 21, 27]",[],rank-none
588,5,4,1,8,"[15, 21, 27, 33]","[15, 21, 27, 33]",[],rank-none
588,6,2,3,1,"[1, 7, 13, 19]",[1],[19],top-top
588,7,2,3,17,"[2, 8, 14, 20]",[2],[2],top-top
588,8,2,2,10,"[19, 25, 31, 37]",[25],[37],top-top
588,9,2,3,2,"[3, 9, 15, 21]",[3],[15],top-top
588,10,2,1,6,"[11, 17, 23, 29]",[11],[29],top-top
589,1,4,2,19,"[22, 28, 34, 40]","[34, 22, 28, 40]",[],rank-none
589,2,4,1,18,"[12, 18, 24, 30]","[30, 18, 24, 12]",[],rank-none
589,3,4,1,15,"[29, 35, 41, 47]","[29, 41, 35, 47]",[],rank-none
589,4,4,1,8,"[15, 21, 27, 33]","[21, 33, 15, 27]",[],rank-none
589,5,4,2,2,"[3, 9, 15, 21]","[15, 3, 9, 21]",[],rank-none
589,6,2,2,2,"[3, 9, 15, 21]",[15],[15],top-top
589,7,2,1,7,"[13, 19, 25, 31]",[19],[25],top-top
589,8,2,1,1,"[1, 7, 13, 19]",[1],[1],top-top
589,9,2,1,17,"[2, 8, 14, 20]",[2],[2],top-top
589,10,2,2,4,"[7, 13, 19, 25]",[7],[7],top-top
590,1,4,1,20,"[32, 38, 44, 50]","[38, 32, 44, 50]",[],rank-none
590,2,4,2,11,"[21, 27, 33, 39]","[33, 27, 39, 21]",[],rank-none
590,3,4,3,17,"[2, 8, 14, 20]","[20, 2, 14, 8]",[],rank-none
590,4,4,1,10,"[19, 25, 31, 37]","[25, 19, 37, 31]",[],rank-none
590,5,4,1,18,"[12, 18, 24, 30]","[18, 12, 30, 24]",[],rank-none
590,6,2,1,8,"[15, 21, 27, 33]",[15],[21],top-top
590,7,2,2,6,"[11, 17, 23, 29]",[11],[11],top-top
590,8,2,3,16,"[31, 37, 43, 49]",[49],[43],top-top
590,9,2,1,6,"[11, 17, 23, 29]",[29],[11],top-top
590,10,2,1,10,"[19, 25, 31, 37]",[25],[19],top-top
591,1,4,2,4,"[7, 13, 19, 25]","[7, 25, 13, 19]",[],rank-none
591,2,4,3,5,"[9, 15, 21, 27]","[15, 27, 21, 9]",[],rank-none
591,3,4,1,12,"[23, 29, 35, 41]","[41, 29, 35, 23]",[],rank-none
591,4,4,1,3,"[5, 11, 17, 23]","[5, 17, 11, 23]",[],rank-none
591,5,4,2,5,"[9, 15, 21, 27]","[27, 21, 9, 15]",[],rank-none
591,6,5,2,14,"[27, 33, 39, 45]","[27, 33, 45, 39]",[27],rank-top
591,7,5,3,5,"[9, 15, 21, 27]","[21, 27, 15, 9]",[9],rank-top
591,8,5,1,7,"[13, 19, 25, 31]","[19, 25, 13, 31]",[25],rank-top
591,9,5,1,3,"[5, 11, 17, 23]","[5, 17, 11, 23]",[5],rank-top
591,10,5,2,4,"[7, 13, 19, 25]","[7, 25, 13, 19]",[7],rank-top
592,1,6,2,1,"[1, 7, 13, 19]","[7, 19, 1, 13]","[19, 7, 1, 13]",rank-rank
592,2,6,3,18,"[12, 18, 24, 30]","[12, 30, 18, 24]","[12, 18, 30, 24]",rank-rank
592,3,6,3,10,"[19, 25, 31, 37]","[19, 37, 31, 25]","[37, 19, 31, 25]",rank-rank
592,4,6,3,17,"[2, 8, 14, 20]","[2, 20, 14, 8]","[20, 2, 14, 8]",rank-rank
592,5,6,2,13,"[25, 31, 37, 43]","[31, 37, 25, 43]","[37, 43, 31, 25]",rank-rank
592,6,3,2,9,"[17, 23, 29, 35]",[23],"[23, 35, 17, 29]",top-rank
592,7,3,3,12,"[23, 29, 35, 41]",[35],"[35, 41, 23, 29]",top-rank
592,8,3,3,7,"[13, 19, 25, 31]",[19],"[19, 13, 31, 25]",top-rank
592,9,3,3,16,"[31, 37, 43, 49]",[49],"[49, 43, 37, 31]",top-rank
592,10,3,2,13,"[25, 31, 37, 43]",[31],"[31, 37, 25, 43]",top-rank
593,1,4,3,20,"[32, 38, 44, 50]","[44, 38, 32, 50]",[],rank-none
593,2,4,3,16,"[31, 37, 43, 49]","[37, 49, 31, 43]",[],rank-none
593,3,4,2,8,"[15, 21, 27, 33]","[15, 27, 21, 33]",[],rank-none
593,4,4,1,10,"[19, 25, 31, 37]","[25, 31, 19, 37]",[],rank-none
593,5,4,3,5,"[9, 15, 21, 27]","[15, 21, 27, 9]",[],rank-none
593,6,5,3,13,"[25, 31, 37, 43]","[37, 31, 25, 43]",[37],rank-top
593,7,5,3,9,"[17, 23, 29, 35]","[35, 29, 17, 23]",[35],rank-top
593,8,5,2,10,"[19, 25, 31, 37]","[25, 37, 31, 19]",[25],rank-top
593,9,5,1,2,"[3, 9, 15, 21]","[3, 9, 15, 21]",[3],rank-top
593,10,5,3,14,"[27, 33, 39, 45]","[45, 39, 33, 27]",[45],rank-top
594,1,3,3,5,"[9, 15, 21, 27]",[15],"[15, 27, 21, 9]",top-rank
594,2,3,3,9,"[17, 23, 29, 35]",[17],"[17, 23, 29, 35]",top-rank
594,3,3,1,6,"[11, 17, 23, 29]",[11],"[11, 17, 29, 23]",top-rank
594,4,3,3,12,"[23, 29, 35, 41]",[41],"[41, 23, 35, 29]",top-rank
594,5,3,3,8,"[15, 21, 27, 33]",[15],"[33, 15, 27, 21]",top-rank
594,6,1,3,10,"[19, 25, 31, 37]",[19],[],top-none
594,7,1,3,2,"[3, 9, 15, 21]",[15],[],top-none
594,8,1,1,20,"[32, 38, 44, 50]",[38],[],top-none
594,9,1,3,3,"[5, 11, 17, 23]",[17],[],top-none
594,10,1,3,19,"[22, 28, 34, 40]",[34],[],top-none
595,1,2,2,18,"[12, 18, 24, 30]",[18],[30],top-top
595,2,2,1,16,"[31, 37, 43, 49]",[31],[43],top-top
595,3,2,2,13,"[25, 31, 37, 43]",[37],[37],top-top
595,4,2,2,9,"[17, 23, 29, 35]",[23],[23],top-top
595,5,2,2,12,"[23, 29, 35, 41]",[23],[23],top-top
595,6,3,2,20,"[32, 38, 44, 50]",[38],"[38, 50, 44, 32]",top-rank
595,7,3,1,9,"[17, 23, 29, 35]",[29],"[29, 35, 17, 23]",top-rank
595,8,3,2,2,"[3, 9, 15, 21]",[3],"[15, 3, 9, 21]",top-rank
595,9,3,2,3,"[5, 11, 17, 23]",[5],"[5, 11, 17, 23]",top-rank
595,10,3,2,4,"[7, 13, 19, 25]",[7],"[7, 25, 13, 19]",top-rank
596,1,1,2,15,"[29, 35, 41, 47]",[35],[],top-none
596,2,1,2,11,"[21, 27, 33, 39]",[21],[],top-none
596,3,1,2,18,"[12, 18, 24, 30]",[30],[],top-none
596,4,1,2,3,"[5, 11, 17, 23]",[5],[],top-none
596,5,1,2,8,"[15, 21, 27, 33]",[15],[],top-none
596,6,3,2,19,"[22, 28, 34, 40]",[22],"[22, 28, 34, 40]",top-rank
596,7,3,2,16,"[31, 37, 43, 49]",[49],"[49, 37, 31, 43]",top-rank
596,8,3,2,6,"[11, 17, 23, 29]",[23],"[23, 11, 29, 17]",top-rank
596,9,3,2,10,"[19, 25, 31, 37]",[37],"[37, 31, 19, 25]",top-rank
596,10,3,2,17,"[2, 8, 14, 20]",[8],"[14, 8, 2, 20]",top-rank
597,1,1,1,11,"[21, 27, 33, 39]",[21],[],top-none
597,2,1,1,8,"[15, 21, 27, 33]",[21],[],top-none
597,3,1,2,12,"[23, 29, 35, 41]",[35],[],top-none
597,4,1,2,8,"[15, 21, 27, 33]",[33],[],top-none
597,5,1,3,20,"[32, 38, 44, 50]",[38],[],top-none
597,6,2,1,3,"[5, 11, 17, 23]",[5],[11],top-top
597,7,2,1,13,"[25, 31, 37, 43]",[37],[31],top-top
597,8,2,2,2,"[3, 9, 15, 21]",[15],[15],top-top
597,9,2,2,6,"[11, 17, 23, 29]",[23],[11],top-top
597,10,2,3,2,"[3, 9, 15, 21]",[15],[15],top-top
598,1,2,1,19,"[22, 28, 34, 40]",[22],[28],top-top
598,2,2,1,10,"[19, 25, 31, 37]",[19],[25],top-top
598,3,2,2,6,"[11, 17, 23, 29]",[11],[29],top-top
598,4,2,3,17,"[2, 8, 14, 20]",[14],[2],top-top
598,5,2,2,15,"[29, 35, 41, 47]",[35],[47],top-top
598,6,6,1,7,"[13, 19, 25, 31]","[19, 25, 13, 31]","[31, 13, 25, 19]",rank-rank
598,7,6,1,6,"[11, 17, 23, 29]","[11, 29, 17, 23]","[11, 23, 17, 29]",rank-rank
598,8,6,2,16,"[31, 37, 43, 49]","[31, 49, 43, 37]","[37, 43, 49, 31]",rank-rank
598,9,6,3,7,"[13, 19, 25, 31]","[19, 13, 31, 25]","[31, 19, 13, 25]",rank-rank
598,10,6,2,4,"[7, 13, 19, 25]","[19, 25, 13, 7]","[25, 13, 7, 19]",rank-rank
599,1,4,2,10,"[19, 25, 31, 37]","[19, 31, 37, 25]",[],rank-none
599,2,4,3,7,"[13, 19, 25, 31]","[25, 19, 31, 13]",[],rank-none
599,3,4,2,19,"[22, 28, 34, 40]","[34, 22, 28, 40]",[],rank-none
599,4,4,1,13,"[25, 31, 37, 43]","[25, 37, 43, 31]",[],rank-none
599,5,4,2,4,"[7, 13, 19, 25]","[19, 7, 13, 25]",[],rank-none
599,6,3,2,19,"[22, 28, 34, 40]",[22],"[34, 22, 28, 40]",top-rank
599,7,3,3,19,"[22, 28, 34, 40]",[28],"[40, 34, 28, 22]",top-rank
599,8,3,2,20,"[32, 38, 44, 50]",[38],"[38, 44, 32, 50]",top-rank
599,9,3,1,15,"[29, 35, 41, 47]",[29],"[41, 29, 35, 47]",top-rank
599,10,3,2,17,"[2, 8, 14, 20]",[2],"[8, 14, 2, 20]",top-rank
600,1,1,2,9,"[17, 23, 29, 35]",[17],[],top-none
600,2,1,3,3,"[5, 11, 17, 23]",[17],[],top-none
600,3,1,1,11,"[21, 27, 33, 39]",[21],[],top-none
600,4,1,1,16,"[31, 37, 43, 49]",[49],[],top-none
600,5,1,3,10,"[19, 25, 31, 37]",[19],[],top-none
600,6,2,2,10,"[19, 25, 31, 37]",[31],[31],top-top
600,7,2,3,18,"[12, 18, 24, 30]",[18],[12],top-top
600,8,2,1,4,"[7, 13, 19, 25]",[25],[7],top-top
600,9,2,1,17,"[2, 8, 14, 20]",[2],[2],top-top
600,10,2,3,3,"[5, 11, 17, 23]",[17],[11],top-top
601,1,5,2,4,"[7, 13, 19, 25]","[7, 19, 13, 25]",[7],rank-top
601,2,5,3,5,"[9, 15, 21, 27]","[15, 21, 9, 27]",[15],rank-top
601,3,5,1,12,"[23, 29, 35, 41]","[29, 35, 41, 23]",[29],rank-top
601,4,5,1,18,"[12, 18, 24, 30]","[24, 30, 12, 18]",[30],rank-top
601,5,5,3,11,"[21, 27, 33, 39]","[39, 33, 27, 21]",[33],rank-top
601,6,1,2,19,"[22, 28, 34, 40]",[34],[],top-none
601,7,1,3,11,"[21, 27, 33, 39]",[39],[],top-none
601,8,1,1,2,"[3, 9, 15, 21]",[9],[],top-none
601,9,1,1,16,"[31, 37, 43, 49]",[37],[],top-none
601,10,1,3,15,"[29, 35, 41, 47]",[29],[],top-none
602,1,5,2,14,"[27, 33, 39, 45]","[27, 33, 39, 45]",[27],rank-top
602,2,5,2,16,"[31, 37, 43, 49]","[37, 49, 31, 43]",[37],rank-top
602,3,5,1,16,"[31, 37, 43, 49]","[43, 31, 49, 37]",[31],rank-top
602,4,5,1,12,"[23, 29, 35, 41]","[41, 29, 35, 23]",[35],rank-top
602,5,5,3,3,"[5, 11, 17, 23]","[17, 23, 11, 5]",[11],rank-top
602,6,1,2,12,"[23, 29, 35, 41]",[35],[],top-none
602,7,1,2,5,"[9, 15, 21, 27]",[27],[],top-none
602,8,1,1,3,"[5, 11, 17, 23]",[11],[],top-none
602,9,1,1,7,"[13, 19, 25, 31]",[25],[],top-none
602,10,1,3,16,"[31, 37, 43, 49]",[43],[],top-none
603,1,2,2,2,"[3, 9, 15, 21]",[15],[21],top-top
603,2,2,1,19,"[22, 28, 34, 40]",[22],[28],top-top
603,3,2,3,19,"[22, 28, 34, 40]",[22],[34],top-top
603,4,2,3,4,"[7, 13, 19, 25]",[13],[19],top-top
603,5,2,3,12,"[23, 29, 35, 41]",[35],[35],top-top
603,6,3,2,19,"[22, 28, 34, 40]",[22],"[40, 34, 22, 28]",top-rank
603,7,3,1,15,"[29, 35, 41, 47]",[29],"[41, 47, 29, 35]",top-rank
603,8,3,3,8,"[15, 21, 27, 33]",[21],"[21, 33, 15, 27]",top-rank
603,9,3,3,2,"[3, 9, 15, 21]",[21],"[3, 15, 9, 21]",top-rank
603,10,3,3,3,"[5, 11, 17, 23]",[11],"[23, 5, 17, 11]",top-rank
604,1,1,3,18,"[12, 18, 24, 30]",[30],[],top-none
604,2,1,3,8,"[15, 21, 27, 33]",[15],[],top-none
604,3,1,1,13,"[25, 31, 37, 43]",[25],[],top-none
604,4,1,3,11,"[21, 27, 33, 39]",[39],[],top-none
604,5,1,2,6,"[11, 17, 23, 29]",[11],[],top-none
604,6,2,3,14,"[27, 33, 39, 45]",[39],[45],top-top
604,7,2,3,11,"[21, 27, 33, 39]",[39],[39],top-top
604,8,2,1,3,"[5, 11, 17, 23]",[11],[5],top-top
604,9,2,3,18,"[12, 18, 24, 30]",[12],[30],top-top
604,10,2,2,15,"[29, 35, 41, 47]",[35],[29],top-top
605,1,1,3,9,"[17, 23, 29, 35]",[35],[],top-none
605,2,1,1,13,"[25, 31, 37, 43]",[25],[],top-none
605,3,1,1,14,"[27, 33, 39, 45]",[27],[],top-none
605,4,1,2,13,"[25, 31, 37, 43]",[37],[],top-none
605,5,1,3,13,"[25, 31, 37, 43]",[43],[],top-none
605,6,3,3,9,"[17, 23, 29, 35]",[35],"[35, 17, 29, 23]",top-rank
605,7,3,1,3,"[5, 11, 17, 23]",[11],"[11, 5, 17, 23]",top-rank
605,8,3,1,4,"[7, 13, 19, 25]",[25],"[25, 13, 7, 19]",top-rank
605,9,3,2,9,"[17, 23, 29, 35]",[17],"[17, 35, 23, 29]",top-rank
605,10,3,3,5,"[9, 15, 21, 27]",[15],"[15, 21, 27, 9]",top-rank
606,1,5,1,15,"[29, 35, 41, 47]","[41, 29, 35, 47]",[29],rank-top
606,2,5,1,10,"[19, 25, 31, 37]","[19, 37, 25, 31]",[19],rank-top
606,3,5,2,20,"[32, 38, 44, 50]","[38, 32, 50, 44]",[38],rank-top
606,4,5,2,6,"[11, 17, 23, 29]","[23, 17, 11, 29]",[11],rank-top
606,5,5,2,10,"[19, 25, 31, 37]","[31, 25, 37, 19]",[19],rank-top
606,6,1,1,13,"[25, 31, 37, 43]",[37],[],top-none
606,7,1,1,3,"[5, 11, 17, 23]",[5],[],top-none
606,8,1,2,12,"[23, 29, 35, 41]",[35],[],top-none
606,9,1,2,4,"[7, 13, 19, 25]",[7],[],top-none
606,10,1,2,17,"[2, 8, 14, 20]",[8],[],top-none
607,1,2,3,20,"[32, 38, 44, 50]",[38],[44],top-top
607,2,2,3,2,"[3, 9, 15, 21]",[3],[3],top-top
607,3,2,1,14,"[27, 33, 39, 45]",[39],[33],top-top
607,4,2,2,6,"[11, 17, 23, 29]",[11],[11],top-top
607,5,2,2,7,"[13, 19, 25, 31]",[31],[13],top-top
607,6,4,3,13,"[25, 31, 37, 43]","[43, 37, 31, 25]",[],rank-none
607,7,4,3,16,"[31, 37, 43, 49]","[43, 49, 37, 31]",[],rank-none
607,8,4,1,13,"[25, 31, 37, 43]","[31, 43, 25, 37]",[],rank-none
607,9,4,2,12,"[23, 29, 35, 41]","[35, 23, 29, 41]",[],rank-none
607,10,4,2,19,"[22, 28, 34, 40]","[40, 28, 34, 22]",[],rank-none
608,1,1,2,19,"[22, 28, 34, 40]",[40],[],top-none
608,2,1,2,9,"[17, 23, 29, 35]",[23],[],top-none
608,3,1,1,15,"[29, 35, 41, 47]",[29],[],top-none
608,4,1,1,5,"[9, 15, 21, 27]",[15],[],top-none
608,5,1,1,7,"[13, 19, 25, 31]",[31],[],top-none
608,6,2,2,4,"[7, 13, 19, 25]",[19],[7],top-top
608,7,2,2,5,"[9, 15, 21, 27]",[15],[21],top-top
608,8,2,1,3,"[5, 11, 17, 23]",[11],[5],top-top
608,9,2,1,4,"[7, 13, 19, 25]",[25],[13],top-top
608,10,2,1,5,"[9, 15, 21, 27]",[15],[9],top-top
609,1,5,1,6,"[11, 17, 23, 29]","[29, 17, 11, 23]",[11],rank-top
609,2,5,3,7,"[13, 19, 25, 31]","[31, 25, 19, 13]",[25],rank-top
609,3,5,1,3,"[5, 11, 17, 23]","[5, 17, 11, 23]",[5],rank-top
609,4,5,2,15,"[29, 35, 41, 47]","[35, 47, 29, 41]",[35],rank-top
609,5,5,1,10,"[19, 25, 31, 37]","[25, 19, 31, 37]",[19],rank-top
609,6,3,1,17,"[2, 8, 14, 20]",[2],"[2, 8, 20, 14]",top-rank
609,7,3,3,11,"[21, 27, 33, 39]",[21],"[21, 39, 27, 33]",top-rank
609,8,3,1,3,"[5, 11, 17, 23]",[5],"[5, 17, 11, 23]",top-rank
609,9,3,2,16,"[31, 37, 43, 49]",[31],"[49, 31, 37, 43]",top-rank
609,10,3,1,4,"[7, 13, 19, 25]",[13],"[13, 25, 19, 7]",top-rank
610,1,2,3,15,"[29, 35, 41, 47]",[29],[35],top-top
610,2,2,3,19,"[22, 28, 34, 40]",[34],[28],top-top
610,3,2,1,11,"[21, 27, 33, 39]",[27],[27],top-top
610,4,2,2,9,"[17, 23, 29, 35]",[35],[35],top-top
610,5,2,3,6,"[11, 17, 23, 29]",[29],[29],top-top
610,6,5,3,20,"[32, 38, 44, 50]","[44, 50, 38, 32]",[38],rank-top
610,7,5,3,15,"[29, 35, 41, 47]","[29, 47, 35, 41]",[29],rank-top
610,8,5,1,11,"[21, 27, 33, 39]","[27, 21, 39, 33]",[21],rank-top
610,9,5,2,11,"[21, 27, 33, 39]","[33, 39, 27, 21]",[33],rank-top
610,10,5,3,6,"[11, 17, 23, 29]","[29, 11, 17, 23]",[29],rank-top
611,1,5,2,11,"[21, 27, 33, 39]","[21, 33, 27, 39]",[21],rank-top
611,2,5,1,10,"[19, 25, 31, 37]","[19, 37, 25, 31]",[19],rank-top
611,3,5,3,18,"[12, 18, 24, 30]","[12, 18, 30, 24]",[12],rank-top
611,4,5,2,9,"[17, 23, 29, 35]","[35, 17, 23, 29]",[35],rank-top
611,5,5,1,11,"[21, 27, 33, 39]","[21, 33, 39, 27]",[21],rank-top
611,6,2,2,13,"[25, 31, 37, 43]",[37],[37],top-top
611,7,2,1,3,"[5, 11, 17, 23]",[11],[11],top-top
611,8,2,3,2,"[3, 9, 15, 21]",[15],[21],top-top
611,9,2,2,4,"[7, 13, 19, 25]",[19],[25],top-top
611,10,2,1,10,"[19, 25, 31, 37]",[19],[19],top-top
612,1,3,3,6,"[11, 17, 23, 29]",[11],"[11, 17, 29, 23]",top-rank
612,2,3,2,5,"[9, 15, 21, 27]",[27],"[15, 21, 27, 9]",top-rank
612,3,3,1,11,"[21, 27, 33, 39]",[21],"[21, 27, 33, 39]",top-rank
612,4,3,1,15,"[29, 35, 41, 47]",[29],"[29, 41, 47, 35]",top-rank
612,5,3,1,18,"[12, 18, 24, 30]",[30],"[24, 30, 18, 12]",top-rank
612,6,5,3,17,"[2, 8, 14, 20]","[2, 20, 14, 8]",[2],rank-top
612,7,5,2,9,"[17, 23, 29, 35]","[23, 35, 17, 29]",[23],rank-top
612,8,5,1,2,"[3, 9, 15, 21]","[3, 9, 21, 15]",[3],rank-top
612,9,5,1,14,"[27, 33, 39, 45]","[27, 33, 39, 45]",[27],rank-top
612,10,5,1,15,"[29, 35, 41, 47]","[29, 41, 35, 47]",[29],rank-top
613,1,5,1,17,"[2, 8, 14, 20]","[2, 20, 14, 8]",[2],rank-top
613,2,5,2,9,"[17, 23, 29, 35]","[17, 35, 23, 29]",[35],rank-top
613,3,5,2,13,"[25, 31, 37, 43]","[37, 31, 43, 25]",[37],rank-top
613,4,5,2,17,"[2, 8, 14, 20]","[8, 20, 14, 2]",[20],rank-top
613,5,5,1,11,"[21, 27, 33, 39]","[27, 21, 33, 39]",[27],rank-top
613,6,3,1,14,"[27, 33, 39, 45]",[27],"[27, 45, 33, 39]",top-rank
613,7,3,2,3,"[5, 11, 17, 23]",[11],"[11, 17, 23, 5]",top-rank
613,8,3,2,8,"[15, 21, 27, 33]",[15],"[15, 33, 21, 27]",top-rank
613,9,3,2,4,"[7, 13, 19, 25]",[13],"[13, 19, 7, 25]",top-rank
613,10,3,1,3,"[5, 11, 17, 23]",[11],"[11, 5, 17, 23]",top-rank
614,1,2,2,4,"[7, 13, 19, 25]",[7],[13],top-top
614,2,2,3,10,"[19, 25, 31, 37]",[19],[25],top-top
614,3,2,3,5,"[9, 15, 21, 27]",[15],[21],top-top
614,4,2,1,10,"[19, 25, 31, 37]",[19],[31],top-top
614,5,2,3,16,"[31, 37, 43, 49]",[43],[31],top-top
614,6,6,2,1,"[1, 7, 13, 19]","[19, 1, 13, 7]","[19, 7, 13, 1]",rank-rank
614,7,6,3,18,"[12, 18, 24, 30]","[30, 12, 24, 18]","[30, 12, 24, 18]",rank-rank
614,8,6,3,4,"[7, 13, 19, 25]","[19, 7, 25, 13]","[19, 13, 7, 25]",rank-rank
614,9,6,1,4,"[7, 13, 19, 25]","[19, 13, 25, 7]","[19, 7, 13, 25]",rank-rank
614,10,6,3,5,"[9, 15, 21, 27]","[9, 27, 15, 21]","[9, 21, 27, 15]",rank-rank
615,1,2,3,6,"[11, 17, 23, 29]",[23],[11],top-top
615,2,2,1,5,"[9, 15, 21, 27]",[15],[9],top-top
615,3,2,2,15,"[29, 35, 41, 47]",[35],[41],top-top
615,4,2,1,10,"[19, 25, 31, 37]",[19],[19],top-top
615,5,2,3,2,"[3, 9, 15, 21]",[3],[15],top-top
615,6,6,3,7,"[13, 19, 25, 31]","[31, 25, 19, 13]","[25, 31, 13, 19]",rank-rank
615,7,6,1,18,"[12, 18, 24, 30]","[24, 30, 18, 12]","[24, 30, 18, 12]",rank-rank
615,8,6,2,14,"[27, 33, 39, 45]","[33, 27, 39, 45]","[33, 27, 39, 45]",rank-rank
615,9,6,1,16,"[31, 37, 43, 49]","[37, 43, 31, 49]","[37, 43, 31, 49]",rank-rank
615,10,6,3,14,"[27, 33, 39, 45]","[45, 39, 33, 27]","[45, 39, 33, 27]",rank-rank
616,1,6,2,2,"[3, 9, 15, 21]","[3, 15, 21, 9]","[15, 21, 3, 9]",rank-rank
616,2,6,2,7,"[13, 19, 25, 31]","[31, 19, 25, 13]","[31, 19, 25, 13]",rank-rank
616,3,6,3,19,"[22, 28, 34, 40]","[28, 34, 40, 22]","[40, 28, 22, 34]",rank-rank
616,4,6,2,19,"[22, 28, 34, 40]","[40, 22, 34, 28]","[22, 34, 40, 28]",rank-rank
616,5,6,1,11,"[21, 27, 33, 39]","[21, 27, 33, 39]","[27, 21, 39, 33]",rank-rank
616,6,1,2,4,"[7, 13, 19, 25]",[7],[],top-none
616,7,1,2,5,"[9, 15, 21, 27]",[15],[],top-none
616,8,1,3,11,"[21, 27, 33, 39]",[39],[],top-none
616,9,1,2,17,"[2, 8, 14, 20]",[2],[],top-none
616,10,1,1,3,"[5, 11, 17, 23]",[11],[],top-none
617,1,1,1,15,"[29, 35, 41, 47]",[29],[],top-none
617,2,1,2,7,"[13, 19, 25, 31]",[31],[],top-none
617,3,1,3,7,"[13, 19, 25, 31]",[13],[],top-none
617,4,1,3,13,"[25, 31, 37, 43]",[25],[],top-none
617,5,1,2,9,"[17, 23, 29, 35]",[35],[],top-none
617,6,3,1,12,"[23, 29, 35, 41]",[23],"[29, 23, 35, 41]",top-rank
617,7,3,2,3,"[5, 11, 17, 23]",[5],"[5, 17, 11, 23]",top-rank
617,8,3,3,3,"[5, 11, 17, 23]",[17],"[5, 17, 11, 23]",top-rank
617,9,3,3,8,"[15, 21, 27, 33]",[21],"[21, 15, 33, 27]",top-rank
617,10,3,2,20,"[32, 38, 44, 50]",[38],"[38, 32, 50, 44]",top-rank
618,1,2,2,4,"[7, 13, 19, 25]",[19],[7],top-top
618,2,2,3,10,"[19, 25, 31, 37]",[19],[25],top-top
618,3,2,3,2,"[3, 9, 15, 21]",[15],[3],top-top
618,4,2,2,6,"[11, 17, 23, 29]",[17],[11],top-top
618,5,2,1,7,"[13, 19, 25, 31]",[25],[13],top-top
618,6,6,2,11,"[21, 27, 33, 39]","[33, 21, 39, 27]","[33, 39, 27, 21]",rank-rank
618,7,6,3,2,"[3, 9, 15, 21]","[15, 21, 3, 9]","[3, 15, 21, 9]",rank-rank
618,8,6,3,3,"[5, 11, 17, 23]","[11, 23, 17, 5]","[17, 11, 23, 5]",rank-rank
618,9,6,2,19,"[22, 28, 34, 40]","[40, 22, 28, 34]","[22, 28, 34, 40]",rank-rank
618,10,6,1,20,"[32, 38, 44, 50]","[32, 44, 50, 38]","[38, 32, 44, 50]",rank-rank
619,1,1,1,7,"[13, 19, 25, 31]",[31],[],top-none
619,2,1,1,14,"[27, 33, 39, 45]",[39],[],top-none
619,3,1,1,15,"[29, 35, 41, 47]",[47],[],top-none
619,4,1,1,16,"[31, 37, 43, 49]",[31],[],top-none
619,5,1,3,10,"[19, 25, 31, 37]",[31],[],top-none
619,6,4,1,17,"[2, 8, 14, 20]","[2, 20, 8, 14]",[],rank-none
619,7,4,1,3,"[5, 11, 17, 23]","[17, 11, 23, 5]",[],rank-none
619,8,4,1,12,"[23, 29, 35, 41]","[23, 29, 35, 41]",[],rank-none
619,9,4,1,4,"[7, 13, 19, 25]","[7, 13, 25, 19]",[],rank-none
619,10,4,3,2,"[3, 9, 15, 21]","[21, 15, 9, 3]",[],rank-none
620,1,2,1,13,"[25, 31, 37, 43]",[37],[37],top-top
620,2,2,1,10,"[19, 25, 31, 37]",[19],[19],top-top
620,3,2,3,9,"[17, 23, 29, 35]",[29],[23],top-top
620,4,2,1,11,"[21, 27, 33, 39]",[21],[21],top-top
620,5,2,1,12,"[23, 29, 35, 41]",[41],[29],top-top
620,6,3,1,19,"[22, 28, 34, 40]",[28],"[22, 28, 40, 34]",top-rank
620,7,3,1,14,"[27, 33, 39, 45]",[45],"[33, 45, 27, 39]",top-rank
620,8,3,3,12,"[23, 29, 35, 41]",[29],"[23, 41, 29, 35]",top-rank
